Time		Subtitle		Translation
00:35:58		 - đau mặt chết đi được .   - Em là y tá thật mà .  		
00:36:00		 Em học có mỗi cái lớp cứu thương   ở nhà thờ và bị đuổi ra vì cười giỡn .  		
00:36:04		 - Em biết cứu người ngạt thở mà .   - Nhưng tao có ngạt thở đâu , đúng không ?  		
00:36:09		 Em quấn cái băng này vào cổ   thì anh sẽ ngạt ngay thôi .  		
00:36:12		 Để tôi xem nào .  		
00:36:14		 Được rồi , uống đi .  		
00:36:19		 Đưa đây nào .  		
00:36:25		 Ổn cả rồi .  		
00:36:28		 Hắn bảo ngài Churchill   cử hắn đến Birmingham .  		
00:36:33		 Hiểm họa quốc gia , hắn bảo thế .  		
00:36:35		 Cái gì đó về một vụ cướp .  		
00:36:40		 Hắn bảo hắn muốn ta giúp hắn .  		
00:36:42		 Chúng ta không giúp cớm .  		
00:36:44		 Hắn biết rõ cả về   lý lịch quân nhân của chúng ta .  		
00:36:47		 Hắn bảo ta cũng là những kẻ ái quốc  		
00:36:49		 như hắn .  		
00:36:51		 Hắn muốn ta trở thành  		
00:36:53		 tai mắt cho hắn .  		
00:36:56		 Tao nói ...  		
00:37:00		 Tao nói sẽ mở cuộc họp nội bộ  		
00:37:03		 để biểu quyết chuyện này .  		
00:37:12		 Mà cũng có gì đâu ? Hử ?  		
00:37:14		 Mình đâu có dính líu gì đến bọn   phiến quân Ai - len hay Cộng sản .  		
00:37:22		 Mày bị làm sao vậy ?  		
00:37:25		 Dạo gần đây nó bị sao vậy ?  		
00:37:28		 Nếu dì biết thì dì đã đi   mua thuốc cho nó rồi .  		
00:37:33		 Em chỉ là cô thiếu nữ  		
00:37:36		 Chỉ vừa mới đến đây  		
00:37:39		 Từ một đất nước kia  		
00:37:41		 Nơi người ta làm những việc lớn lao  		
00:37:45		 Và giữa những chàng trai trẻ  		
00:37:48		 Em đã chọn cho mình một người yêu  		
00:37:51		 Và từ lúc có người yêu  		
00:37:55		 Em chẳng còn lo nghĩ gì  		
00:37:58		 Chàng trai mà em yêu   Đang ở trên bậc thềm kia  		
00:38:04		 Chàng trai em yêu đang nhìn em  		
00:38:10		 Có thấy anh ấy đứng đằng kia không ?  		
00:38:13		 Vẫy vẫy khăn tay  		
00:38:16		 Phấn khởi như chú chim cổ đỏ  		
00:38:20		 Đang hót trên cành cây kia  		
00:38:31		 Từ thời chiến đến giờ   ở đây chả có hát hò gì cả .  		
00:38:35		 Theo anh thì tại sao , Harry ?  		
00:39:10		 Thế Arthur có kể gì  		
00:39:13		 về cái thỏa thuận   mà gã cớm kia đề xuất không ?  		
00:39:16		 Chúa ơi . Cứ vui vẻ xong   là lại quay về chính trị .  		
00:39:29		 Còn Tommy có nói gì không ?  		
00:39:30		 Chẳng nói gì cả . Anh cũng biết anh ấy mà .  		
00:39:33		 Ừ , anh biết kiểu của nó mà .  		
00:39:35		 Nó thích lao vào chơi ngay .  		
00:39:37		 Không thích đứng đợi đâu .  		
00:39:39		 Anh biết anh ấy sẽ làm gì   nếu biết chuyện của chúng ta mà .  		
00:39:41		 Nó cứ thử đi .  		
00:39:43		 Đôi khi em có cảm giác   anh cặp với em chỉ để chứng tỏ mình vậy .  		
00:39:50		 Một ngày nào đó anh và Tommy   sẽ lại về cùng một phe thôi .  		
00:41:14		 Tommy !  		
00:41:17		 Danny !  		
00:41:22		 Danny !  		
00:42:16		 Ê , anh làm gì thế ?  		
00:42:18		 Chúng tôi đóng cửa rồi .  		
00:42:20		 Về nhà đi !  		
00:42:22		 Về nhà đi , thằng điên .  		
00:42:24		 Tao bảo là về đi , thằng điên !  		
00:42:29		 Tao bảo là , về nhà đi .  		
00:42:31		 Lắp dao găm !  		
00:43:07		 Ngài Bộ trưởng ,   đây là Chánh Thanh tra Campbell .  		
00:43:16		 Ngài Churchill .  		
00:43:18		 Tôi xin phép được nói   thật là một vinh dự khi gặp ngài .  		
00:43:21		 Cứ như đang vận động hành lang .  		
00:43:23		 Nhân tiện , cái mũ đẹp đấy .  		
00:43:25		 Cảm ơn ngài .  		
00:43:28		 Lông hải ly đấy .  		
00:43:31		 Vậy , ông nhập cuộc thế nào rồi ?  		
00:43:34		 Tôi đã thiết lập một mạng lưới .  		
00:43:36		 Tôi có đặc vụ khắp nơi trong thành phố  		
00:43:39		 để làm tai mắt cho tôi .  		
00:43:42		 Và tôi cũng tiến hành   thẩm vấn nghi phạm một cách quyết liệt .  		
00:43:47		 Ông từng ở Belfast .  		
00:43:49		 Theo tôi biết thì ông đã khiến   mấy tên phiến quân phải khốn khổ .  		
00:43:53		 Một đám ô hợp , thưa ngài .  		
00:43:55		 Vậy ông cho rằng ai đã trộm súng ?  		
00:43:57		 Phiến quân hay Cộng sản ?  		
00:43:59		 Nếu là phiến quân IRA ,  		
00:44:02		 tôi sẽ tìm ra chúng và lấy lại súng .  		
00:44:04		 Nếu là lũ Cộng sản ,   tôi sẽ tìm ra chúng và lấy lại súng .  		
00:44:08		 Nếu là lũ tội phạm vặt ,   tôi sẽ tìm ra chúng và lấy lại súng .  		
00:44:12		 Với tôi thì chúng đều như nhau cả thôi .  		
00:44:17		 À . Chúng tôi chọn ông vì ông được việc ,  		
00:44:20		 nhưng nên nhớ , ông Campbell ,  		
00:44:22		 đây là Anh Quốc , không phải Belfast .  		
00:44:24		 Ở đây xác người bị ném xuống sông   nổi đầy cả trên mặt báo .  		
00:44:28		 Chúng ta phải giấu nhẹm   vụ trộm súng này khỏi giới báo chí .  		
00:44:32		 Nếu không thì chẳng khác gì   chúng ta đang rao bán súng đấy .  		
00:44:36		 Nếu có cái xác nào cần chôn ,  		
00:44:39		 thì đào huyệt ,  		
00:44:41		 và đào thật sâu .  		
00:44:44		 Tôi muốn mọi thứ phải được tìm thấy ,  		
00:44:46		 thậm chí là không sót một viên đạn .  		
00:45:02		 Chú Charlie , ra hiệu đi .  		
00:45:05		 Lên tàu cả rồi .  		
00:45:07		 Không có trăng .  		
00:45:09		 Chúng ta có thể mang chúng đến chỗ   quay đầu giữa phố Gas và cứ để hết lên bờ .  		
00:45:14		 Lũ công nhân đường sắt   sẽ tìm thấy đầu tiên .  		
00:45:23		 Thỏa thuận như vậy đúng không ?  		
00:45:27		 Tôi đổi ý rồi .  		
00:45:30		 Cái gì ?  		
00:45:33		 Tôi có một chiến thuật khác .  		
00:45:37		 Bảo Curly lái đến chỗ bến thuốc lá cũ đi .  		
00:45:41		 Chỗ neo tàu có một cái kho   ta từng dùng để chứa thuốc lá .  		
00:45:43		 Anh ta biết chỗ đấy .  		
00:45:45		 Khi thuyền đã rời bến  		
00:45:48		 thì chú không cần lo nữa .  		
00:45:51		 Cậu điên rồi hay sao vậy ?  		
00:45:54		 Cậu không để ý đường phố hả ?  		
00:45:56		 Họ đã cử cả một binh đoàn   để lùng lại mấy thứ này đó .  		
00:45:58		 Đúng vậy .  		
00:46:00		 Họ đã giở bài rồi .  		
00:46:02		 Giở bài ?  		
00:46:03		 Nếu họ thật sự muốn có lại chúng ,   họ sẽ phải trả giá .  		
00:46:06		 Ở đời là vậy mà .  		
00:46:08		 Khi vận may ném cho ta cái gì quý giá ,   thì ta không thể đem vứt nó đi được .  		
00:46:16		 Cậu là người nhà mà , Tommy .  		
00:46:18		 Tôi luôn dõi theo cậu   như một người cha vậy .  		
00:46:23		 Cậu sẽ phải chịu tai ương   giáng xuống đầu mình đấy .  		
00:46:28		 Gã cảnh sát không để cậu sống đâu .  		
00:46:31		 Nghe nói gã không phải đi lính .  		
00:46:34		 Được đặc cách nhờ làm cảnh sát .  		
00:46:39		 Cậu muốn đâm đầu vào   một cuộc chiến mới hả , Tommy ?  		
00:46:43		 Đến bến thuốc lá .  		
00:46:46		 Là lệnh của băng Peaky Blinders .  		
00:47:20		 Cô vào vị trí chưa ?  		
00:47:24		 Rồi , thưa ngài .  		
00:47:27		 Ấn tượng đầu tiên của cô .  		
00:47:30		 Tôi khá bất ngờ về lối sống   của những người này .  		
00:47:35		 Ông có phát hiện điều gì   có thể giúp được tôi không ?  		
00:47:38		 Tôi đã tra khảo gã đầu sỏ   của băng Peaky Blinders .  		
00:47:41		 Hắn ta chẳng biết gì cả .  		
00:47:42		 Một gã bị thịt .  		
00:47:44		 Tôi có cảm giác Arthur không phải là   người đứng đầu gia đình Shelby .  		
00:47:48		 Mà là gã trẻ hơn .  		
00:47:50		 Thomas .  		
00:47:53		 Nghe nói gã được trao   hai huân chương dũng cảm thời chiến .  		
00:47:57		 Cô có vẻ hứng thú nhỉ .  		
00:48:01		 Tuy vậy ,  		
00:48:02		 ý của tôi vẫn không đổi .  		
00:48:05		 Băng cá cược này bận nhiều việc khác   còn đám Cộng sản thì vẫn còn quá non nớt .  		
00:48:12		 Tôi tin rằng súng bị cướp bởi bọn IRA.  		
00:48:17		 Cô không được để quá khứ riêng tư  		
00:48:20		 làm ảnh hưởng đến suy luận của mình .  		
00:48:26		 Quá khứ nào ?  		
00:48:29		 Chuyện quân IRA giết cha tôi   chẳng can hệ gì ở đây cả .  		
00:48:37		 Nếu cô thấy khẩu súng nào ,  		
00:48:40		 nhớ dò số sê - ri theo mục lục đó .  		
00:48:47		 Cha của cô ...  		
00:48:48		 là người sĩ quan giỏi nhất   tôi từng làm việc cùng .  		
00:48:52		 Tôi biết ông ấy sẽ cực kì tự hào về cô .  		
00:49:24		 Danny , như cậu biết ,   gã mà cậu giết là người Ý .  		
00:49:29		 Và hai gã đằng kia là anh em của hắn .  		
00:49:35		 Nếu tôi để bọn Ý xử lý vụ này , Danny ,  		
00:49:38		 chúng sẽ cắt của quý của cậu ,   để cậu chảy máu đến chết .  		
00:49:42		 Đó là cách lũ khốn này xử lý mọi chuyện .  		
00:49:46		 Để chiến tranh không nổ ra   giữa chúng ta và bọn Ý ,  		
00:49:51		 và để cứu cậu khỏi lũ bất nhân đó .  		
00:49:57		 Tôi nói sẽ tự tay tiễn cậu đi .  		
00:50:01		 Chúng đến để chứng kiến .  		
00:50:10		 Đằng nào tôi cũng như chết rồi , Tommy à .  		
00:50:14		 Đầu óc tôi không còn bình thường nữa .  		
00:50:20		 Cậu có nguyện vọng cuối cùng nào không ?  		
00:50:28		 Xin cậu hãy lo cho Rosie và lũ nhóc .  		
00:50:34		 Lo cho chúng được tập sự  		
00:50:35		 ở nhà máy BSA hoặc ở Austin .  		
00:50:41		 Rồi chúng sẽ thành quản đốc thôi .   Tôi biết chúng sẽ làm được .  		
00:50:45		 Thật ... bình thường .  		
00:50:49		 Trở thành những người thật bình thường .  		
00:50:51		 Và chúng sẽ không bị bắt làm những thứ ,  		
00:50:54		 những thứ mà ta bị bắt làm .  		
00:51:10		 Tôi nghĩ đến lúc tôi phải cầu nguyện .  		
00:51:16		 Mấy khẩu súng khốn nạn đó ,  		
00:51:19		 chúng bắn văng cả Chúa ra khỏi đầu tôi .  		
00:51:27		 Đó là thuyền cho tôi hả ?  		
00:51:33		 Bọn tôi phải mang xác cậu   ra khỏi thành phố , Danny .  		
00:51:36		 Gã cớm mới này , cậu biết đấy ...  		
00:51:37		 Đừng chôn tôi ở chỗ có bùn . Được chứ ?  		
00:51:42		 Hứa nhé .  		
00:51:45		 Chôn tôi trên đồi nhé .  		
00:51:47		 Và nhớ cho Rosie biết chỗ .  		
00:51:53		 Cậu là một người tốt  		
00:51:55		 và là người lính giỏi .  		
00:52:01		 Vâng , thưa Thượng sĩ .  		
00:52:24		 Giữa mùa đông ảm đạm .  		
00:53:16		 Mày đâu rồi ?  		
00:53:21		 Nó thắng rồi .  		
00:53:23		 Monaghan Boy thắng rồi !  		
00:53:27		 Phải . Nó thắng rồi .  		
00:53:31		 Và tin đồn sẽ lan truyền .  		
00:53:33		 Nên lần tiếp theo chúng ta   làm trò thổi bột ,  		
00:53:35		 sẽ không chỉ có quán Garrison   đặt vào con ngựa đâu ,  		
00:53:38		 mà là cả Small Heath . Và biết gì không ?  		
00:53:42		 Con ngựa sẽ lại thắng nữa .  		
00:53:44		 Và lần thứ ba ta giở chiêu đó ,  		
00:53:46		 chúng ta sẽ có cả Birmingham   đặt cược vào nó .  		
00:53:48		 Cả nghìn bảng cho con ngựa thần kì .  		
00:53:51		 Và khi đó ,  		
00:53:54		 khi ta đã sẵn sàng ,  		
00:53:55		 con ngựa sẽ thua .  		
00:54:01		 Cứ nghĩ đi .  		
00:54:41		 Cậu ổn chứ , Danny ?  		
00:54:43		 Tôi vẫn còn bị sốc .  		
00:54:46		 Có chắc đây không phải thiên đàng không ?  		
00:54:48		 Nếu là thiên đàng thì làm gì có mặt tôi ?  		
00:54:54		 Tommy muốn cậu tưởng là thật ,  		
00:54:56		 vì muốn làm cậu khôn ra .  		
00:54:59		 Đạn giả độn não cừu bắn đau phết .  		
00:55:02		 À , thì cố tình mà .  		
00:55:05		 Vậy giờ ông đưa tôi đi đâu đây ?  		
00:55:07		 London .  		
00:55:08		 Tommy có chút việc cho cậu .  		
00:55:10		 Xem như cơ hội để cậu báo đáp .  		
00:55:16		 Giờ cậu là thành viên   băng Peaky Blinders rồi , Danny .  		
00:55:32		 Một tuần tồi tệ .  		
00:55:35		 Đêm qua không có trăng .  		
00:55:38		 Dì có kiểm tra .  		
00:55:39		 - Đã làm điều nên làm chưa ?   - Vâng , đã làm điều nên làm rồi .  		
