Time		Subtitle		Translation
00:27:58		 The men who you touch your cap to.   		Những người mà các anh phải cúi chào. 
00:28:03		 The Peaky Blinders.   		Nhà Peaky Blinders. 
00:28:07		 The vicious, merciless gangs   		Băng đảng bạo tàn và vô nhân tính. 
00:28:11		 who blind those who see   		Những kẻ sẽ đâm mù mắt những người thấy quá nhiều, 
00:28:14		 and cut out the tongues of those who talk.   		và cắt lưỡi những ai bép xép. 
00:28:18		 You are worse than them.   		Các anh còn tệ hơn chúng. 
00:28:24		 Those of you who have taken their bribes these years since the war.   		Những người trong các anh đã từng ăn hối lộ từ thời chiến đến nay. 
00:28:28		 Those of you who have looked the other way,   		Những người đã ngó lơ mọi chuyện, 
00:28:31		 you are worse than them.   		các anh còn tệ hơn cả bọn chúng. 
00:28:37		 God damn you for soiling your uniforms!   		Chúa nguyền rủa các anh vì đã làm vấy bẩn bộ cảnh phục này! 
00:28:44		 And then,   		Và rồi, 
00:28:46		 there are t he IRA Fenians   		còn cả phiến quân IRA 
00:28:49		 and the communists.   		và lũ Cộng sản. 
00:28:52		 Blacker hearts still.   		Những kẻ còn xấu xa hơn. 
00:28:54		 They feed on the puss of all this corruption   		Chúng kiếm ăn trên sự tha hóa này 
00:28:58		 like maggots in a corpse!   		như dòi trên xác chết vậy! 
00:29:01		 And like maggots have left a swell   		Và cũng như dòi khi trưởng thành, 
00:29:04		 they will eventually swarm like flies   		chúng sẽ bay tứ tán như ruồi nhặng 
00:29:07		 and spread their rotten philosophy   		và truyền bá cái tư tưởng thối nát đó 
00:29:10		 across the country and across the world.   		ra khắp quốc gia và cả thế giới. 
00:29:13		 Those then...   		Những kẻ đó... 
00:29:16		 are our enemies.   		chính là kẻ thù của chúng ta. 
00:29:19		 A three-headed beast.   		Một con quái thú ba đầu. 
00:29:21		 It is my job   		Công việc của tôi 
00:29:23		 to decapitate each one, and by God I will do it.   		là chặt từng cái đầu một, và thề có Chúa tôi sẽ làm vậy. 
00:29:30		 I don't trust any of you   		Tôi không tin bất cứ ai trong các anh 
00:29:34		 until you earn my trust...   		cho đến khi các anh chiếm được lòng tin của tôi! 
00:29:38		 and that takes some earning.   		Và để được vậy thì cũng sẽ vất vả đấy. 
00:29:45		 These are the new men who will bolster your ranks.   		Đây là những người mới để giúp hàng ngũ các anh vững vàng hơn. 
00:29:51		 Good men from God-fearing families.   		Những người đàn ông chính trực từ những gia đình kính sợ Chúa. 
00:29:57		 By the time the sun sets,   		Cuối buổi hôm nay, 
00:29:59		 they will be sworn in and in uniform.   		họ sẽ nhận đồng phục và tuyên thệ. 
00:30:01		 And by sunrise tomorrow,   		Và sáng sớm mai, 
00:30:04		 they will be on the streets.   		họ sẽ chính thức xuống đường. 
00:30:10		 God help those who stand in our way.   		Cầu Chúa cứu rỗi những kẻ dám cản mũi chúng ta. 
00:30:17		 [woman] Sorry, Mr. Shelby.   		Xin thứ lỗi, ngài Shelby. 
00:30:19		 - Right. - Get out of the way for Mr. Shelby.   		- Được rồi. - Tránh đường cho ngài Shelby nào. 
00:30:22		 - [man] Mr. Shelby. - [Arthur] This way.   		- Chào ngài Shelby. - Lối này. 
00:30:26		 You see, ladies?   		Thấy chưa, các cô? 
00:30:28		 When you're out with a Blinder,   		Khi đi cùng một người nhà Blinder, 
00:30:30		 you don't have to queue.   		các cô không cần phải xếp hàng. 
00:30:36		 Right, I want a blow job off both of you   before they let the ordinary people in.   		tôi muốn hai cô phục vụ cho tôi trước khi họ để cho lũ thường dân kia vào. 
00:30:41		 Away you go. Take it out.   		Bắt đầu đi. Bỏ mũ xuống. 
00:30:44		 What the fuck?   		Cái quái gì thế? 
00:30:46		 Who the fuck are you?   		Mày là thằng quái nào thế? 
00:30:48		 I am Arthur fucking Shelby!   		Tao là Arthur Shelby đây! 
00:31:14		 [Campbell] Arthur Shelby.   		Arthur Shelby. 
00:31:16		 Lead pack dog   		Con chó đầu đàn 
00:31:18		 of the Peaky Blinders.   		của băng Peaky Blinders. 
00:31:32		 Look at me.   		Nhìn tao xem. 
00:31:56		 [Arthur] Bastard!   		Thằng khốn nạn! 
00:32:01		 [Campbell] Your uniform?   		Đồng phục của mày đây hả? 
00:32:03		 Terrifying, I'm sure.   		Cũng đáng sợ đấy chứ. 
00:32:06		 - Did he have a gun? - [Moss] No gun.   		- Nó có súng không? - Không có súng. 
00:32:08		 Knife in his sock. Cosh in his belt.   		Giắt dao ở trong vớ. Dùi cui trong lưng quần. 
00:32:15		 Now, Mr. Shelby...   		Giờ thì, ngài Shelby, 
00:32:19		 I want you to see this as me introducing myself to you.   		một buổi tự giới thiệu của tôi. 
00:32:24		 Understand?   		Hiểu chứ? 
00:32:26		 In all the world,   		Trên đời này, 
00:32:28		 the only thing that interests me is the truth.   		điều duy nhất làm tôi hứng thú 
00:32:33		 So...   		Vậy, 
00:32:36		 What do you know about the robbery?   		ngài biết gì về vụ cướp? 
00:32:39		 What robbery?   		Vụ cướp nào? 
00:32:50		 I will ask you again.   		Tôi sẽ hỏi lại lần nữa. 
00:32:53		 What do you know about the robbery?   		Ngài biết gì 
00:32:56		 I swear to God,   		Tôi xin thề có Chúa, 
00:32:58		 I don't know what you're talking about.   		tôi không hiểu ông đang nói gì cả. 
00:33:00		 What fucking robbery?   		Vụ cướp quái quỷ nào chứ? 
00:33:14		 After 35 years of dealing with animals like you,   		Sau 35 năm đối phó với lũ súc vật như mày, 
00:33:18		 I can tell just by sniffing the air   		tao ngửi mùi cũng đủ biết 
00:33:21		 whether or not you are lying.   		là mày có đang nói dối hay không. 
00:33:25		 I'm not fucking lying! All right?   		Tôi có nói dối quái gì đâu! 
00:33:26		 I'm not fucking lying.   		Được chưa? Tôi có nói dối cái quái gì đâu! 
00:33:38		 I know.   		Tao biết mà. 
00:33:44		 I see nothing of interest behind the blood in your eyes.   		Tao chả thấy có gì khả nghi trong mắt mày cả. 
00:33:48		 And no blood in your veins that could carry   		Và trong huyết quản của mày cũng chẳng có nổi 
00:33:52		 even a trace of cunning or guile.   		một tí ti...lươn lẹo hay xảo trá. 
00:33:57		 But understand this.   		Nhưng mày phải hiểu điều này. 
00:34:01		 It is well within my power   		Tao thừa sức 
00:34:04		 to have you and the rest of your scum family   		bắt mày và cả cái gia đình cặn bã của mày 
00:34:08		 face down in the canal before the year is out.   		phải phơi xác ngoài kênh nội trong năm nay. 
00:34:15		 On the other hand...   		Mặt khác, 
00:34:20		 we can help each other.   		chúng ta có thể giúp đỡ lẫn nhau. 
00:34:35		 [Grace] Is it always this busy on a daytime?   		Ban ngày lúc nào cũng đông thế này hả? 
00:34:38		 No. These boys are on their way to St. Andrews.   		Không. Mấy cậu này định đến chỗ Thánh Andrews. 
00:34:41		 - Pray? - That'll be the day!   		- Để cầu nguyện hả? - Được vậy cũng mừng! 
00:34:43		 St. Andrews is a football ground. The Blues are playing.   		Thánh Andrews là một sân bóng đá. Đội Blues đang chơi ở đó. 
00:34:46		 That's the forward line there and that's the goalie, believe it or not.   		Đó là hàng tiền đạo còn kia là thủ môn, tin hay không tùy cô. 
00:34:56		 I need a bottle of rum.   		Tôi cần một chai rượu rum. 
00:34:58		 Grace? Whatever it is, it's on the house.   		Grace? Anh ta gọi cái gì thì cái đó miễn phí. 
00:35:00		 - A whole bottle? - Yeah.   		- Cả chai luôn hả? - Ừ. 
00:35:02		 - White or dark rum? - Don't care.   		- Rum trắng hay đậm? - Cái nào cũng được. 
00:35:04		 [Harry] Right, lads, what will it be, two?   		Được rồi, các cậu, hai ly hả? 
00:35:11		 Harry said it's on the house.   		Harry bảo là miễn phí. 
00:35:15		 Are you a whore?   		Cô là gái điếm hả? 
00:35:20		 Because if you're not, you're in the wrong place.   		Nếu không phải thì cô nhầm chỗ rồi. 
00:35:29		 He's one of them you warned me about.   		Hắn là một trong những gã anh dặn tôi dè chừng. 
00:35:31		 Grace, you're a friendly girl, but be careful.   		Nghe này, Grace, cô là người thân thiện, nhưng phải cẩn thận. 
00:35:35		 If I say something's on the house,   		Nếu tôi bảo là miễn phí thì đừng có mở miệng nói gì với khách hết. 
00:35:38		 If they decide that they want you there's nothing anybody could do about it.   		Nếu họ đã muốn cô thì không ai có thể làm gì được. 
00:35:46		 Tommy doesn't want anybody at all. Yes, lads?   		Gọi gì đấy? 
00:35:52		 - Wipe the blood out of his eye. - You give orders?   		- Lau máu trên mắt anh ấy đi. - Em có quyền chỉ đạo hồi nào vậy? 
00:35:55		 I'm a trained nurse.   		Em là y tá được huấn luyện. 
00:35:57		 Don't make me laugh, it hurts my face.   		Đừng có chọc tao cười, 
00:35:58		 [Ada] I bloody am.   		- đau mặt chết đi được. - Em là y tá thật mà. 
00:36:00		 You went to one class in the church hall   		Em học có mỗi cái lớp cứu thương ở nhà thờ và bị đuổi ra vì cười giỡn. 
00:36:04		 Not before I learned to stop choking.   		- Em biết cứu người ngạt thở mà. - Nhưng tao có ngạt thở đâu, đúng không? 
00:36:09		 You will be when I wrap this cloth round your neck.   		Em quấn cái băng này vào cổ thì anh sẽ ngạt ngay thôi. 
00:36:13		 Let me see him. Well, have this.   		Để tôi xem nào. Được rồi, uống đi. 
00:36:19		 Give me that.   		Đưa đây nào. 
00:36:25		 You're all right.   		Ổn cả rồi. 
00:36:29		 He said Mr. Churchill sent him to Birmingham.   		Hắn bảo ngài Churchill cử hắn đến Birmingham. 
00:36:33		 National interest, he said.   		Hiểm họa quốc gia, hắn bảo thế. 
00:36:35		 Something about a robbery.   		Cái gì đó về một vụ cướp. 
00:36:41		 He said he wants us to help him.   		Hắn bảo hắn muốn ta giúp hắn. 
00:36:43		 We don't help coppers.   		Chúng ta không giúp cớm. 
00:36:44		 He knew all about our war records.   		Hắn biết rõ cả về lý lịch quân nhân của chúng ta. 
00:36:47		 He said we're patriots like him.   		Hắn bảo ta cũng là những kẻ ái quốc 
00:36:51		 He wants us to be his eyes and ears.   		Hắn muốn ta trở thành tai mắt cho hắn. 
00:36:56		 I said...   		Tao nói... 
00:37:00		 I said we'd have a family meeting and take a vote.   		Tao nói sẽ mở cuộc họp nội bộ 
00:37:12		 Well, why not? Mmm?   		Mà cũng có gì đâu? Hử? 
00:37:15		 We have no truck with Fenians or communists.   		Mình đâu có dính líu gì đến bọn phiến quân Ai-len hay Cộng sản. 
00:37:23		 What's wrong with you?   		Mày bị làm sao vậy? 
00:37:26		 What the fuck is wrong with him lately?   		Dạo gần đây nó bị sao vậy? 
00:37:28		 If I knew, I'd buy the cure from Compton's chemists.   		Nếu dì biết thì dì đã đi mua thuốc cho nó rồi. 
00:37:33		 ? I am just a young girl ?   		Em chỉ là cô thiếu nữ 
00:37:36		 ? I have just come over ?   		Chỉ vừa mới đến đây 
00:37:39		 ? Over from the country ?   		Từ một đất nước kia 
00:37:42		 ? Where they do things big ?   		Nơi người ta làm những việc lớn lao 
00:37:45		 ? And amongst the boys ?   		Và giữa những chàng trai trẻ 
00:37:48		 ? I have got myself a lover ?   		Em đã chọn cho mình một người yêu 
00:37:52		 ? And since I have a lover ?   		Và từ lúc có người yêu 
00:37:55		 ? I don't care a thing ?   		Em chẳng còn lo nghĩ gì 
00:37:58		 ? The boy I love is up in the gallery ?   		Chàng trai mà em yêu Đang ở trên bậc thềm kia 
00:38:04		 ? The boy I love is looking at me ?   		Chàng trai em yêu đang nhìn em 
00:38:10		 [Grace] ? Can't you see him standing there? ?   		Có thấy anh ấy đứng đằng kia không? 
00:38:13		 ? Waving his handkerchief ?   		Vẫy vẫy khăn tay 
00:38:16		 ? As merry as a robin ?   		Phấn khởi như chú chim cổ đỏ 
00:38:20		 ? That sings on the tree ?   		Đang hót trên cành cây kia 
00:38:31		 We haven't had singing in here since the war.   		Từ thời chiến đến giờ ở đây chả có hát hò gì cả. 
00:38:35		 Why do you think that is, Harry?   		Theo anh thì tại sao, Harry? 
00:39:10		 So did Arthur say...   		Thế Arthur có kể gì 
00:39:14		 what kind of a deal this new copper offered him?   		về cái thỏa thuận mà gã cớm kia đề xuất không? 
00:39:17		 God. The second your balls are empty, it's back onto politics.   		Chúa ơi. Cứ vui vẻ xong là lại quay về chính trị. 
00:39:29		 What did Tommy say?   		Còn Tommy có nói gì không? 
00:39:31		 He didn't say anything. You know what he's like.   		Chẳng nói gì cả. Anh cũng biết anh ấy mà. 
00:39:33		 Yeah, I know what he's like.   		Ừ, anh biết kiểu của nó mà. 
00:39:35		 He likes to take his fights onto the mud.   		Nó thích lao vào chơi ngay. 
00:39:37		 Doesn't like to stand and wait.   		Không thích đứng đợi đâu. 
00:39:39		 You know what he'd do if he found out about us.   		Anh biết anh ấy sẽ làm gì nếu biết chuyện của chúng ta mà. 
00:39:44		 Sometimes it's like you're with me just to show you can.   		Đôi khi em có cảm giác anh cặp với em chỉ để chứng tỏ mình vậy. 
00:39:51		 One day me and Tommy will be on the same side again.   		Một ngày nào đó anh và Tommy sẽ lại về cùng một phe thôi. 
00:41:15		 [Danny] Tommy!   		Tommy! 
00:42:16		 Hey, what you do? We're closed.   		Chúng tôi đóng cửa rồi. 
00:42:20		 Go home!   		Về nhà đi! 
00:42:22		 Go home, crazy man. I said, go home, crazy man!   		Về nhà đi, thằng điên. 
00:42:30		 - I said, go home. - Fix bayonets!   		Tao bảo là, về nhà đi. Lắp dao găm! 
00:43:07		 Secretary of State, this is Chief Inspector Campbell.   		Ngài Bộ trưởng, đây là Chánh Thanh tra Campbell. 
00:43:16		 Mr. Churchill, sir.   		Ngài Churchill. 
00:43:18		 May I say what a great honor it is to meet you.   		Tôi xin phép được nói thật là một vinh dự khi gặp ngài. 
00:43:21		 Bit of a whistle stop tour.   		Cứ như đang vận động hành lang. 
00:43:23		 Love the hat, by the way.   		Nhân tiện, cái mũ đẹp đấy. 
00:43:26		 Thank you.   		Cảm ơn ngài. 
00:43:28		 It's beaver.   		Lông hải ly đấy. 
00:43:31		 So, how are you settling in?   		Vậy, ông nhập cuộc thế nào rồi? 
00:43:35		 I have set up a command network.   		Tôi đã thiết lập một mạng lưới. 
00:43:36		 I have agents in place across the city   		Tôi có đặc vụ khắp nơi trong thành phố 
00:43:39		 who will act as my eyes and ears.   		để làm tai mắt cho tôi. 
00:43:42		 And I have begun to interrogate suspects vigorously.   		Và tôi cũng tiến hành thẩm vấn nghi phạm một cách quyết liệt. 
00:43:47		 You were in Belfast.   		Ông từng ở Belfast. 
00:43:49		 I understand you broke a few Fenian hearts.   		Theo tôi biết thì ông đã khiến mấy tên phiến quân phải khốn khổ. 
00:43:53		 A rat's nest, sir.   		Một đám ô hợp, thưa ngài. 
00:43:55		 So who do you think stole the guns?   		Vậy ông cho rằng ai đã trộm súng? 
00:43:57		 - The Fenians or the communists? - If it is the IRA Fenians,   		Nếu là phiến quân IRA, 
00:44:02		 I will find them and find the guns.   		tôi sẽ tìm ra chúng và lấy lại súng. 
00:44:05		 If it is communists, I will find them and find the guns.   		Nếu là lũ Cộng sản, tôi sẽ tìm ra chúng và lấy lại súng. 
00:44:08		 If it is common criminals, I will find them and find the guns.   		Nếu là lũ tội phạm vặt, tôi sẽ tìm ra chúng và lấy lại súng. 
00:44:12		 To me there is no distinction between any of the above.   		Với tôi thì chúng đều như nhau cả thôi. 
00:44:17		 Ah. We chose you because you are effective,   		À. Chúng tôi chọn ông vì ông được việc, 
00:44:20		 but remember this, Mr. Campbell,   		nhưng nên nhớ, ông Campbell, 
00:44:22		 this is England, not Belfast.   		đây là Anh Quốc, không phải Belfast. 
00:44:25		 Bodies thrown in the rivers wash up in the papers here.   		Ở đây xác người bị ném xuống sông nổi đầy cả trên mặt báo. 
00:44:28		 We must keep the existence of these stolen guns out of the news,   		Chúng ta phải giấu nhẹm vụ trộm súng này khỏi giới báo chí. 
00:44:32		 otherwise we're simply advertising them for sale.   		Nếu không thì chẳng khác gì chúng ta đang rao bán súng đấy. 
00:44:36		 If there are bodies to be buried,   		Nếu có cái xác nào cần chôn, 
00:44:39		 dig holes,   		thì đào huyệt, 
00:44:41		 and dig them deep.   		và đào thật sâu. 
00:44:45		 I want everything accounted for,   		Tôi muốn mọi thứ phải được tìm thấy, 
00:44:47		 down to the last bullet.   		thậm chí là không sót một viên đạn. 
00:45:02		 [Thomas] Uncle Charlie, a word.   		Chú Charlie, ra hiệu đi. 
00:45:06		 They are aboard. There's no moon.   		Không có trăng. 
00:45:09		 We can take them out to the turning point   beyond Gas Street and leave them on the bank.   		Chúng ta có thể mang chúng đến chỗ quay đầu giữa phố Gas và cứ để hết lên bờ. 
00:45:14		 They'll be found by railway men first thing.   		Lũ công nhân đường sắt sẽ tìm thấy đầu tiên. 
00:45:23		 Is that agreement?   		Thỏa thuận như vậy đúng không? 
00:45:28		 I changed my mind.   		Tôi đổi ý rồi. 
00:45:30		 You what?   		Cái gì? 
00:45:34		 I have an alternative strategy.   		Tôi có một chiến thuật khác. 
00:45:38		 Tell Curly to take her out to the old tobacco wharf.   		Bảo Curly lái đến chỗ bến thuốc lá cũ đi. 
00:45:41		 There's a lock-up mooring we used to keep cigarettes.   		Chỗ neo tàu có một cái kho ta từng dùng để chứa thuốc lá. 
00:45:46		 When the boat leaves your yard, it's no longer your concern.   		thì chú không cần lo nữa. 
00:45:52		 Have you lost your fucking mind?   		Cậu điên rồi hay sao vậy? 
00:45:54		 Have you not seen the streets?   		Cậu không để ý đường phố hả? 
00:45:56		 They've sent a fucking army to find these things.   		Họ đã cử cả một binh đoàn để lùng lại mấy thứ này đó. 
00:45:59		 That's right. They've shown their hand.   		Họ đã giở bài rồi. 
00:46:02		 Their hand?   		Giở bài? 
00:46:03		 If they want them back this bad, they'll have to pay.   		Nếu họ thật sự muốn có lại chúng, họ sẽ phải trả giá. 
00:46:06		 That's the way of the world.   		Ở đời là vậy mà. 
00:46:08		 Fortune drops something valuable into your lap,   		Khi vận may ném cho ta cái gì quý giá, thì ta không thể đem vứt nó đi được. 
00:46:16		 You're blood, Tommy.   		Cậu là người nhà mà, Tommy. 
00:46:19		 I've always looked out for you like a dad.   		Tôi luôn dõi theo cậu như một người cha vậy. 
00:46:24		 You're going to bring holy hell down on your head.   		Cậu sẽ phải chịu tai ương giáng xuống đầu mình đấy. 
00:46:28		 This copper takes no prisoners.   		Gã cảnh sát không để cậu sống đâu. 
00:46:31		 I'm told he didn't serve.   		Nghe nói gã không phải đi lính. 
00:46:34		 Reserved occupation.   		Được đặc cách nhờ làm cảnh sát. 
00:46:39		 Is it another war you're looking for, Tommy?   		Cậu muốn đâm đầu vào một cuộc chiến mới hả, Tommy? 
00:46:43		 The tobacco wharf.   		Đến bến thuốc lá. 
00:46:46		 By order of the Peaky Blinders.   		Là lệnh của băng Peaky Blinders. 
00:47:20		 Are you in position?   		Cô vào vị trí chưa? 
00:47:25		 I am, sir.   		Rồi, thưa ngài. 
00:47:28		 Your first impressions.   		Ấn tượng đầu tiên của cô. 
00:47:30		 I am quite shocked at how these people live.   		Tôi khá bất ngờ về lối sống của những người này. 
00:47:35		 Have you found anything out that might help me?   		Ông có phát hiện điều gì có thể giúp được tôi không? 
00:47:38		 I interrogated the head of the Peaky Blinders.   		Tôi đã tra khảo gã đầu sỏ của băng Peaky Blinders. 
00:47:41		 He didn't know anything.   		Hắn ta chẳng biết gì cả. 
00:47:44		 It strikes me that it isn't Arthur who heads the Shelby family.   		Tôi có cảm giác Arthur không phải là người đứng đầu gia đình Shelby. 
00:47:48		 It is the younger one,   		Mà là gã trẻ hơn. 
00:47:50		 Thomas.   		Thomas. 
00:47:54		 They say he won two medals for gallantry in the war.   		Nghe nói gã được trao hai huân chương dũng cảm thời chiến. 
00:47:57		 You sound fascinated.   		Cô có vẻ hứng thú nhỉ. 
00:48:01		 However, my opinion has not changed.   		ý của tôi vẫn không đổi. 
00:48:05		 The bookmaker gangs have other business   and the communists are too weak to have planned this.   		Băng cá cược này bận nhiều việc khác còn đám Cộng sản thì vẫn còn quá non nớt. 
00:48:12		 I believe the guns were taken by the IRA.   		Tôi tin rằng súng bị cướp bởi bọn IRA. 
00:48:17		 You must not let your personal history   		Cô không được để quá khứ riêng tư 
00:48:20		 cloud your judgment.   		làm ảnh hưởng đến suy luận của mình. 
00:48:26		 What history?   		Quá khứ nào? 
00:48:30		 That the IRA murdered my father will not affect my judgment.   		Chuyện quân IRA giết cha tôi chẳng can hệ gì ở đây cả. 
00:48:38		 If you see any guns,   		Nếu cô thấy khẩu súng nào, 
00:48:41		 check the serial numbers against that list.   		nhớ dò số sê-ri theo mục lục đó. 
00:48:47		 Your father   		Cha của cô... 
00:48:49		 was the finest officer I ever worked with.   		là người sĩ quan giỏi nhất tôi từng làm việc cùng. 
00:48:52		 I know he'd be very, very proud of you.   		Tôi biết ông ấy sẽ cực kì tự hào về cô. 
00:49:25		 Danny, as you know, the man you killed was Italian.   		Danny, như cậu biết, gã mà cậu giết là người Ý. 
00:49:30		 And those two men over there are his brothers.   		Và hai gã đằng kia là anh em của hắn. 
00:49:35		 If I let the Italians do this, Danny,   		Nếu tôi để bọn Ý xử lý vụ này, Danny, 
00:49:38		 they'll cut off your manhood and let you drain.   		chúng sẽ cắt của quý của cậu, để cậu chảy máu đến chết. 
00:49:42		 That's how those bastards do things.   		Đó là cách lũ khốn này xử lý mọi chuyện. 
00:49:46		 So, to stop a war breaking out between us and the Italians,   		Để chiến tranh không nổ ra giữa chúng ta và bọn Ý, 
00:49:51		 and to save you from their barbarity...   		và để cứu cậu khỏi lũ bất nhân đó. 
00:49:57		 I said I would dispatch you myself.   		Tôi nói sẽ tự tay tiễn cậu đi. 
00:50:01		 They are here to witness.   		Chúng đến để chứng kiến. 
00:50:11		 I died over there anyway, Tommy.   		Đằng nào tôi cũng như chết rồi, Tommy à. 
00:50:14		 I left my fucking brains in the mud.   		Đầu óc tôi không còn bình thường nữa. 
00:50:20		 You have any last requests, comrade?   		Cậu có nguyện vọng cuối cùng nào không? 
00:50:28		 You'll look out for my Rosie and my boys.   		Xin cậu hãy lo cho Rosie và lũ nhóc. 
00:50:34		 See they get apprenticeships.   		Lo cho chúng được tập sự 
00:50:35		 At the BSA factory or the Austin.   		ở nhà máy BSA hoặc ở Austin. 
00:50:42		 And they'll make foremen. I know they will.   		Rồi chúng sẽ thành quản đốc thôi. Tôi biết chúng sẽ làm được. 
00:50:46		 Just ordinary.   		Thật...bình thường. 
00:50:49		 Just ordinary men.   		Trở thành những người thật bình thường. 
00:50:51		 And they won't get told to do the shit,   		Và chúng sẽ không bị bắt làm những thứ, 
00:50:55		 the shit, the shit that we got told to do.   		những thứ mà ta bị bắt làm. 
00:51:10		 I suppose I ought to pray now.   		Tôi nghĩ đến lúc tôi phải cầu nguyện. 
00:51:16		 Those fucking guns,   		Mấy khẩu súng khốn nạn đó, 
00:51:18		 they blew God right out of my head.   		chúng bắn văng cả Chúa ra khỏi đầu tôi. 
00:51:28		 Is that boat for me?   		Đó là thuyền cho tôi hả? 
00:51:33		 We have to get your body out of the city, Danny.   		Bọn tôi phải mang xác cậu ra khỏi thành phố, Danny. 
00:51:36		 This new copper, you know...   		Gã cớm mới này, cậu biết đấy... 
00:51:37		 Don't bury me anywhere there's mud. Okay?   		Đừng chôn tôi ở chỗ có bùn. Được chứ? 
00:51:42		 Promise me.   		Hứa nhé. 
00:51:46		 Bury me on a hill.   		Chôn tôi trên đồi nhé. 
00:51:48		 And tell Rosie where.   		Và nhớ cho Rosie biết chỗ. 
00:51:53		 You were a good man   		Cậu là một người tốt 
00:51:56		 and a good soldier.   		và là người lính giỏi. 
00:52:01		 Yes, Sergeant Major.   		Vâng, thưa Thượng sĩ. 
00:52:25		 In the bleak midwinter.   		Giữa mùa đông ảm đạm. 
00:53:16		 [Arthur] Where are you?   		Mày đâu rồi? 
00:53:21		 It bloody won!   		Nó thắng rồi. 
00:53:23		 Monaghan Boy bloody won!   		Monaghan Boy thắng rồi! 
00:53:27		 Yeah. It won.   		Phải. Nó thắng rồi. 
00:53:31		 And word will spread.   		Và tin đồn sẽ lan truyền. 
00:53:33		 So the next time we do the powder trick,   		Nên lần tiếp theo chúng ta làm trò thổi bột, 
00:53:35		 it won't just be the Garrison that'll bet on the horse,   		sẽ không chỉ có quán Garrison đặt vào con ngựa đâu, 
00:53:38		 it'll be the whole of Small Heath. And you know what?   		mà là cả Small Heath. Và biết gì không? 
00:53:42		 The horse will win again.   		Con ngựa sẽ lại thắng nữa. 
00:53:44		 And the third time we do it,   		Và lần thứ ba ta giở chiêu đó, 
00:53:46		 we'll have the whole of Birmingham betting on it.   		chúng ta sẽ có cả Birmingham đặt cược vào nó. 
00:53:48		 1,000-quid bet on the magic horse.   		Cả nghìn bảng cho con ngựa thần kì. 
00:53:51		 And that time,   		Và khi đó, 
00:53:54		 when we are ready,   		khi ta đã sẵn sàng, 
00:53:56		 the horse will lose.   		con ngựa sẽ thua. 
00:54:01		 Think about it.   		Cứ nghĩ đi. 
00:54:41		 [Charlie] You okay, Danny?   		Cậu ổn chứ, Danny? 
00:54:43		 I'm still in shock.   		Tôi vẫn còn bị sốc. 
00:54:47		 Are you sure this isn't heaven?   		Có chắc đây không phải thiên đàng không? 
00:54:49		 If it was heaven, what would I be doing here?   		Nếu là thiên đàng thì làm gì có mặt tôi? 
00:54:54		 Tommy wanted you to think it was real,   		Tommy muốn cậu tưởng là thật, 
00:54:57		 to try and knock some sense into you.   		vì muốn làm cậu khôn ra. 
00:54:59		 A shell full of sheep brains hurts pretty bad.   		Đạn giả độn não cừu bắn đau phết. 
00:55:02		 Ah, it was meant to.   		À, thì cố tình mà. 
00:55:06		 So where are you taking me?   		Vậy giờ ông đưa tôi đi đâu đây? 
00:55:07		 London. Tommy has a little job for you.   		Tommy có chút việc cho cậu. 
00:55:10		 Give you a chance to say thanks.   		Xem như cơ hội để cậu báo đáp. 
00:55:16		 You're a Peaky Blinder now, Danny.   		Giờ cậu là thành viên băng Peaky Blinders rồi, Danny. 
00:55:32		 [Polly] A bad week.   		Một tuần tồi tệ. 
00:55:36		 There was no moon last night.   		Đêm qua không có trăng. 
00:55:38		 I checked.  		Dì có kiểm tra.
